"模块名","显示名称","描述","驱动程序类型","启动模式","状态","状态","接受停止","接受暂停","分页缓冲池(字节)","代码(字节)","BSS(字节)","链接日期","路径","Init(字节)"
"srv2","Server SMB 2.xxx Driver","Server SMB 2.xxx Driver","File System ","Manual","Running","OK","TRUE","FALSE","245,760","204,800","0","","C:\Windows\system32\DRIVERS\srv2.sys","4,096"
"srvnet","srvnet","srvnet","File System ","Manual","Running","OK","TRUE","FALSE","86,016","159,744","0","","C:\Windows\system32\DRIVERS\srvnet.sys","4,096"
"stexstor","stexstor","stexstor","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","16,384","0","2012/11/27 8:02:51","C:\Windows\system32\drivers\stexstor.sys","4,096"
"storahci","Microsoft 标准 SATA AHCI 驱动程序","Microsoft 标准 SATA AHCI 驱动程序","Kernel ","Boot","Running","OK","TRUE","FALSE","0","143,360","0","","C:\Windows\system32\drivers\storahci.sys","4,096"
"storflt","Microsoft Hyper-V 存储加速器","Microsoft Hyper-V 存储加速器","Kernel ","Manual","Stopped","OK","FALSE","FALSE","8,192","16,384","0","","C:\Windows\system32\drivers\vmstorfl.sys","4,096"
"stornvme","Microsoft Standard NVM Express Driver","Microsoft Standard NVM Express Driver","Kernel ","Boot","Running","OK","TRUE","FALSE","4,096","122,880","0","","C:\Windows\system32\drivers\stornvme.sys","4,096"
"storqosflt","Storage QoS Filter Driver","Storage QoS Filter Driver","File System ","Auto","Running","OK","TRUE","FALSE","20,480","36,864","0","","C:\Windows\system32\drivers\storqosflt.sys","4,096"
"storufs","Microsoft 通用闪存(UFS)驱动程序","Microsoft 通用闪存(UFS)驱动程序","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","40,960","0","","C:\Windows\system32\drivers\storufs.sys","4,096"
"storvsc","storvsc","storvsc","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","16,384","0","","C:\Windows\system32\drivers\storvsc.sys","4,096"
"swenum","软件总线驱动程序","软件总线驱动程序","Kernel ","Manual","Running","OK","TRUE","FALSE","4,096","4,096","0","","C:\Windows\system32\DriverStore\FileRepository\swenum.inf_amd64_16a14542b63c02af\swenum.sys","4,096"
"Synth3dVsc","Synth3dVsc","Synth3dVsc","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","4,096","0","","C:\Windows\system32\drivers\Synth3dVsc.sys","0"
"Tcpip","TCP/IP Protocol Driver","TCP/IP Protocol Driver","Kernel ","Boot","Running","OK","TRUE","FALSE","204,800","1,839,104","0","","C:\Windows\system32\drivers\tcpip.sys","12,288"
"Tcpip6","@todo.dll,-100;Microsoft IPv6 Protocol Driver","@todo.dll,-100;Microsoft IPv6 Protocol Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","204,800","1,839,104","0","","C:\Windows\system32\drivers\tcpip.sys","12,288"
"tcpipreg","TCP/IP Registry Compatibility","TCP/IP Registry Compatibility","Kernel ","Auto","Running","OK","TRUE","FALSE","4,096","32,768","0","","C:\Windows\system32\drivers\tcpipreg.sys","4,096"
"tdx","NetIO 旧 TDI 支持驱动程序","NetIO 旧 TDI 支持驱动程序","Kernel ","System","Running","OK","TRUE","FALSE","4,096","90,112","0","","C:\Windows\system32\DRIVERS\tdx.sys","4,096"
"Telemetry","Intel(R) 遥测服务","Intel(R) 遥测服务","Kernel ","Boot","Running","OK","TRUE","FALSE","4,096","4,096","0","","C:\Windows\system32\drivers\IntelTA.sys","4,096"
"terminpt","Microsoft 远程桌面输入驱动程序","Microsoft 远程桌面输入驱动程序","Kernel ","Manual","Stopped","OK","FALSE","FALSE","12,288","12,288","0","","C:\Windows\system32\drivers\terminpt.sys","4,096"
"TPM","TPM","TPM","Kernel ","Manual","Stopped","OK","FALSE","FALSE","8,192","208,896","0","","C:\Windows\system32\drivers\tpm.sys","4,096"
"TsUsbFlt","Remote Desktop USB Hub Class Filter Driver","Remote Desktop USB Hub Class Filter Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","40,960","0","","C:\Windows\system32\drivers\tsusbflt.sys","4,096"
"TsUsbGD","远程桌面通用 USB 设备","远程桌面通用 USB 设备","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","24,576","0","","C:\Windows\system32\drivers\TsUsbGD.sys","4,096"
"tsusbhub","Remote Desktop USB Hub","Remote Desktop USB Hub","Kernel ","Manual","Stopped","OK","FALSE","FALSE","8,192","94,208","0","","C:\Windows\system32\drivers\tsusbhub.sys","4,096"
"tunnel","Microsoft Tunnel Miniport 适配器驱动程序","Microsoft Tunnel Miniport 适配器驱动程序","Kernel ","Manual","Stopped","OK","FALSE","FALSE","12,288","61,440","0","","C:\Windows\system32\drivers\tunnel.sys","4,096"
"UASPStor","USB Attached SCSI (UAS) 驱动程序","USB Attached SCSI (UAS) 驱动程序","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","53,248","0","","C:\Windows\system32\drivers\uaspstor.sys","4,096"
"UcmCx0101","USB Connector Manager KMDF Class Extension","USB Connector Manager KMDF Class Extension","Kernel ","Manual","Stopped","OK","FALSE","FALSE","8,192","126,976","0","","C:\Windows\system32\Drivers\UcmCx.sys","4,096"
"UcmTcpciCx0101","UCM-TCPCI KMDF Class Extension","UCM-TCPCI KMDF Class Extension","Kernel ","Manual","Stopped","OK","FALSE","FALSE","24,576","110,592","0","","C:\Windows\system32\Drivers\UcmTcpciCx.sys","4,096"
"UcmUcsiAcpiClient","UCM-UCSI ACPI 客户端","UCM-UCSI ACPI 客户端","Kernel ","Manual","Stopped","OK","FALSE","FALSE","16,384","12,288","0","","C:\Windows\system32\drivers\UcmUcsiAcpiClient.sys","4,096"
"UcmUcsiCx0101","UCM-UCSI KMDF Class Extension","UCM-UCSI KMDF Class Extension","Kernel ","Manual","Stopped","OK","FALSE","FALSE","28,672","61,440","0","","C:\Windows\system32\Drivers\UcmUcsiCx.sys","4,096"
"UCPD","UCPD","UCPD","File System ","System","Running","OK","TRUE","FALSE","4,096","53,248","0","","C:\Windows\system32\drivers\UCPD.sys","4,096"
"Ucx01000","USB Host Support Library","USB Host Support Library","Kernel ","Manual","Running","OK","TRUE","FALSE","4,096","139,264","0","","C:\Windows\system32\drivers\ucx01000.sys","4,096"
"UdeCx","USB Device Emulation Support Library","USB Device Emulation Support Library","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","36,864","0","","C:\Windows\system32\drivers\udecx.sys","4,096"
"udfs","udfs","udfs","File System ","Disabled","Running","OK","TRUE","FALSE","184,320","118,784","0","","C:\Windows\system32\DRIVERS\udfs.sys","4,096"
"UEFI","Microsoft UEFI 驱动程序","Microsoft UEFI 驱动程序","Kernel ","Manual","Stopped","OK","FALSE","FALSE","12,288","4,096","0","","C:\Windows\system32\DriverStore\FileRepository\uefi.inf_amd64_c1628ffa62c8e54c\UEFI.sys","4,096"
"UevAgentDriver","UevAgentDriver","UevAgentDriver","File System ","Disabled","Stopped","OK","FALSE","FALSE","8,192","4,096","0","","C:\Windows\system32\drivers\UevAgentDriver.sys","4,096"
"Ufx01000","USB Function Class Extension","USB Function Class Extension","Kernel ","Manual","Stopped","OK","FALSE","FALSE","81,920","155,648","0","","C:\Windows\system32\drivers\ufx01000.sys","4,096"
"UfxChipidea","USB Chipidea 控制器","USB Chipidea 控制器","Kernel ","Manual","Stopped","OK","FALSE","FALSE","24,576","61,440","0","","C:\Windows\system32\DriverStore\FileRepository\ufxchipidea.inf_amd64_1c78775fffab6a0a\UfxChipidea.sys","4,096"
"ufxsynopsys","USB Synopsys 控制器","USB Synopsys 控制器","Kernel ","Manual","Stopped","OK","FALSE","FALSE","32,768","90,112","0","","C:\Windows\system32\drivers\ufxsynopsys.sys","4,096"
"umbus","UMBus Enumerator Driver","UMBus Enumerator Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","36,864","8,192","0","","C:\Windows\system32\DriverStore\FileRepository\umbus.inf_amd64_b78a9c5b6fd62c27\umbus.sys","4,096"
"UmPass","Microsoft UMPass 驱动程序","Microsoft UMPass 驱动程序","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","4,096","0","","C:\Windows\system32\drivers\umpass.sys","4,096"
"UrsChipidea","Chipidea USB 角色切换驱动程序","Chipidea USB 角色切换驱动程序","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","12,288","0","","C:\Windows\system32\DriverStore\FileRepository\urschipidea.inf_amd64_78ad1c14e33df968\urschipidea.sys","4,096"
"UrsCx01000","USB Role-Switch Support Library","USB Role-Switch Support Library","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","53,248","0","","C:\Windows\system32\drivers\urscx01000.sys","4,096"
"UrsSynopsys","Synopsys USB 角色切换驱动程序","Synopsys USB 角色切换驱动程序","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","12,288","0","","C:\Windows\system32\DriverStore\FileRepository\urssynopsys.inf_amd64_057fa37902020500\urssynopsys.sys","4,096"
"usbaudio","USB Audio Driver (WDM)","USB Audio Driver (WDM)","Kernel ","Manual","Stopped","OK","FALSE","FALSE","77,824","73,728","0","","C:\Windows\system32\drivers\usbaudio.sys","4,096"
"usbaudio2","USB 音频 2.0 服务","USB 音频 2.0 服务","Kernel ","Manual","Stopped","OK","FALSE","FALSE","155,648","69,632","0","","C:\Windows\system32\drivers\usbaudio2.sys","4,096"
"usbccgp","Microsoft USB 通用父驱动程序","Microsoft USB 通用父驱动程序","Kernel ","Manual","Running","OK","TRUE","FALSE","53,248","90,112","0","","C:\Windows\system32\drivers\usbccgp.sys","4,096"
"usbcir","eHome Infrared Receiver (USBCIR)","eHome Infrared Receiver (USBCIR)","Kernel ","Manual","Stopped","OK","FALSE","FALSE","20,480","73,728","0","","C:\Windows\system32\drivers\usbcir.sys","4,096"
"usbehci","Microsoft USB 2.0 Enhanced Host Controller Miniport Driver","Microsoft USB 2.0 Enhanced Host Controller Miniport Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","0","65,536","0","","C:\Windows\system32\drivers\usbehci.sys","4,096"
"usbhub","Microsoft USB 标准集线器驱动程序","Microsoft USB 标准集线器驱动程序","Kernel ","Manual","Running","OK","TRUE","FALSE","4,096","380,928","0","","C:\Windows\system32\drivers\usbhub.sys","4,096"
"USBHUB3","SuperSpeed 集线器","SuperSpeed 集线器","Kernel ","Manual","Running","OK","TRUE","FALSE","86,016","270,336","0","","C:\Windows\system32\drivers\UsbHub3.sys","4,096"
"usbohci","Microsoft USB Open Host Controller Miniport Driver","Microsoft USB Open Host Controller Miniport Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","24,576","0","","C:\Windows\system32\drivers\usbohci.sys","4,096"
"usbprint","Microsoft USB PRINTER Class","Microsoft USB PRINTER Class","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","28,672","0","","C:\Windows\system32\drivers\usbprint.sys","4,096"
"usbser","Microsoft USB 串行驱动程序","Microsoft USB 串行驱动程序","Kernel ","Manual","Stopped","OK","FALSE","FALSE","24,576","49,152","0","","C:\Windows\system32\drivers\usbser.sys","4,096"
"USBSTOR","USB 大容量存储驱动程序","USB 大容量存储驱动程序","Kernel ","Manual","Stopped","OK","FALSE","FALSE","40,960","61,440","0","","C:\Windows\system32\drivers\USBSTOR.SYS","4,096"
"usbuhci","Microsoft USB Universal Host Controller Miniport Driver","Microsoft USB Universal Host Controller Miniport Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","0","28,672","0","","C:\Windows\system32\drivers\usbuhci.sys","4,096"
"USBXHCI","符合 USB xHCI 的主机控制器","符合 USB xHCI 的主机控制器","Kernel ","Manual","Running","OK","TRUE","FALSE","65,536","331,776","0","","C:\Windows\system32\drivers\USBXHCI.SYS","4,096"
"vdrvroot","Microsoft 虚拟驱动器枚举器","Microsoft 虚拟驱动器枚举器","Kernel ","Boot","Running","OK","TRUE","FALSE","8,192","4,096","0","","C:\Windows\system32\drivers\vdrvroot.sys","4,096"
"VerifierExt","驱动程序验证程序扩展","驱动程序验证程序扩展","Kernel ","Disabled","Stopped","OK","FALSE","FALSE","8,192","237,568","0","","C:\Windows\system32\drivers\VerifierExt.sys","4,096"
"vhdmp","vhdmp","vhdmp","Kernel ","Manual","Stopped","OK","FALSE","FALSE","299,008","364,544","0","","C:\Windows\system32\drivers\vhdmp.sys","4,096"
"vhf","虚拟 HID 框架(VHF)驱动程序","虚拟 HID 框架(VHF)驱动程序","Kernel ","Manual","Stopped","OK","FALSE","FALSE","12,288","24,576","0","","C:\Windows\system32\drivers\vhf.sys","4,096"
"Vid","Vid","Vid","Kernel ","System","Running","OK","TRUE","FALSE","299,008","176,128","0","","C:\Windows\system32\drivers\Vid.sys","4,096"
"VirtualRender","VirtualRender","VirtualRender","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","4,096","0","","C:\Windows\system32\DriverStore\FileRepository\vrd.inf_amd64_81fbd405ff2470fc\vrd.sys","4,096"
"vm3dmp","vm3dmp","vm3dmp","Kernel ","Manual","Running","OK","TRUE","FALSE","16,384","258,048","0","2024/4/20 5:43:50","C:\Windows\system32\DRIVERS\vm3dmp.sys","4,096"
"vm3dmp-debug","vm3dmp-debug","vm3dmp-debug","Kernel ","Manual","Stopped","OK","FALSE","FALSE","20,480","405,504","0","2024/4/20 5:43:56","C:\Windows\system32\DRIVERS\vm3dmp-debug.sys","4,096"
"vm3dmp-stats","vm3dmp-stats","vm3dmp-stats","Kernel ","Manual","Stopped","OK","FALSE","FALSE","16,384","270,336","0","2024/4/20 5:44:02","C:\Windows\system32\DRIVERS\vm3dmp-stats.sys","4,096"
"vm3dmp_loader","vm3dmp_loader","vm3dmp_loader","Kernel ","Manual","Running","OK","TRUE","FALSE","4,096","8,192","0","2024/4/20 5:43:49","C:\Windows\system32\DRIVERS\vm3dmp_loader.sys","4,096"
"vmbus","虚拟机总线","虚拟机总线","Kernel ","Manual","Stopped","OK","FALSE","FALSE","32,768","90,112","0","","C:\Windows\system32\drivers\vmbus.sys","4,096"
"VMBusHID","VMBusHID","VMBusHID","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","12,288","0","","C:\Windows\system32\drivers\VMBusHID.sys","4,096"
"vmci","VMware VMCI Bus Driver","VMware VMCI Bus Driver","Kernel ","Boot","Running","OK","TRUE","FALSE","8,192","69,632","0","2025/3/20 9:25:27","C:\Windows\system32\drivers\vmci.sys","4,096"
"vmgid","Microsoft Hyper-V 来宾基础结构驱动程序","Microsoft Hyper-V 来宾基础结构驱动程序","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","4,096","0","","C:\Windows\system32\drivers\vmgid.sys","4,096"
"vmhgfs","VMware Host Guest Client Redirector","VMware Host Guest Client Redirector","File System ","Manual","Running","OK","TRUE","FALSE","24,576","106,496","0","2021/11/17 12:32:25","C:\Windows\system32\DRIVERS\vmhgfs.sys","8,192"
"VMMemCtl","Memory Control Driver","Memory Control Driver","Kernel ","Auto","Running","OK","TRUE","FALSE","0","12,288","0","2021/11/17 12:40:06","C:\Windows\system32\DRIVERS\vmmemctl.sys","4,096"
"vmmouse","VMware Pointing Device","VMware Pointing Device","Kernel ","Manual","Running","OK","TRUE","FALSE","4,096","4,096","0","2021/11/24 13:03:02","C:\Windows\system32\drivers\vmmouse.sys","4,096"
"vmrawdsk","VMware Physical Disk Helper","VMware Physical Disk Helper","Kernel ","System","Running","OK","TRUE","FALSE","0","36,864","0","2021/11/17 12:40:19","C:\Windows\system32\DRIVERS\vmrawdsk.sys","4,096"
"vmusbmouse","VMware USB Pointing Device","VMware USB Pointing Device","Kernel ","Manual","Running","OK","TRUE","FALSE","4,096","4,096","0","2021/11/17 12:32:50","C:\Windows\system32\drivers\vmusbmouse.sys","4,096"
"volmgr","卷管理器驱动程序","卷管理器驱动程序","Kernel ","Boot","Running","OK","TRUE","FALSE","36,864","16,384","0","","C:\Windows\system32\drivers\volmgr.sys","4,096"
"volmgrx","Dynamic Volume Manager","Dynamic Volume Manager","Kernel ","Boot","Running","OK","TRUE","FALSE","225,280","110,592","0","","C:\Windows\system32\drivers\volmgrx.sys","4,096"
"volsnap","卷映像复制驱动程序","卷映像复制驱动程序","Kernel ","Boot","Running","OK","TRUE","FALSE","229,376","61,440","0","","C:\Windows\system32\drivers\volsnap.sys","4,096"
"volume","卷驱动程序","卷驱动程序","Kernel ","Boot","Running","OK","TRUE","FALSE","4,096","4,096","0","","C:\Windows\system32\drivers\volume.sys","4,096"
"vpci","Microsoft Hyper-V 虚拟 PCI 总线","Microsoft Hyper-V 虚拟 PCI 总线","Kernel ","Manual","Stopped","OK","FALSE","FALSE","36,864","28,672","0","","C:\Windows\system32\drivers\vpci.sys","4,096"
"vsmraid","vsmraid","vsmraid","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","143,360","0","2014/4/23 3:21:41","C:\Windows\system32\drivers\vsmraid.sys","4,096"
"vsock","vSockets Virtual Machine Communication Interface Sockets driver","vSockets Virtual Machine Communication Interface Sockets driver","Kernel ","Boot","Running","OK","TRUE","FALSE","8,192","53,248","0","2021/11/22 10:22:26","C:\Windows\system32\DRIVERS\vsock.sys","4,096"
"VSTXRAID","VIA StorX Storage RAID Controller Windows Driver","VIA StorX Storage RAID Controller Windows Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","0","278,528","0","2013/1/22 3:00:28","C:\Windows\system32\drivers\vstxraid.sys","4,096"
"vwifibus","Virtual Wireless Bus Driver","Virtual Wireless Bus Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","8,192","12,288","0","","C:\Windows\system32\drivers\vwifibus.sys","4,096"
"vwififlt","Virtual WiFi Filter Driver","Virtual WiFi Filter Driver","Kernel ","System","Running","OK","TRUE","FALSE","4,096","53,248","0","","C:\Windows\system32\drivers\vwififlt.sys","4,096"
"WacomPen","Wacom Serial Pen HID 驱动程序","Wacom Serial Pen HID 驱动程序","Kernel ","Manual","Stopped","OK","FALSE","FALSE","12,288","8,192","0","","C:\Windows\system32\drivers\wacompen.sys","4,096"
"wanarp","远程访问 IP ARP 驱动程序","远程访问 IP ARP 驱动程序","Kernel ","Auto","Running","OK","TRUE","FALSE","53,248","20,480","0","","C:\Windows\system32\DRIVERS\wanarp.sys","4,096"
"wanarpv6","远程访问 IPv6 ARP 驱动程序","远程访问 IPv6 ARP 驱动程序","Kernel ","Manual","Stopped","OK","FALSE","FALSE","53,248","20,480","0","","C:\Windows\system32\DRIVERS\wanarp.sys","4,096"
"wcifs","Windows Container Isolation","Windows Container Isolation","File System ","Auto","Running","OK","TRUE","FALSE","131,072","28,672","0","","C:\Windows\system32\drivers\wcifs.sys","8,192"
"wcnfs","Windows Container Name Virtualization","Windows Container Name Virtualization","File System ","Manual","Stopped","OK","FALSE","FALSE","53,248","16,384","0","","C:\Windows\system32\drivers\wcnfs.sys","4,096"
"WdAiNisDrv","Microsoft WdAiNisDrv 驱动程序","Microsoft WdAiNisDrv 驱动程序","Kernel ","Disabled","Stopped","OK","FALSE","FALSE","16,384","8,192","0","","C:\Windows\system32\drivers\wd\WdAiNisDrv.sys","8,192"
"WdBoot","Microsoft Defender 防病毒启动驱动程序","Microsoft Defender 防病毒启动驱动程序","Kernel ","Boot","Stopped","OK","FALSE","FALSE","4,096","4,096","0","","C:\Windows\system32\drivers\wd\WdBoot.sys","4,096"
"Wdf01000","Kernel Mode Driver Frameworks service","Kernel Mode Driver Frameworks service","Kernel ","Boot","Running","OK","TRUE","FALSE","49,152","593,920","0","","C:\Windows\system32\drivers\Wdf01000.sys","4,096"
"WdFilter","Microsoft Defender 防病毒 Mini-Filter 驱动程序","Microsoft Defender 防病毒 Mini-Filter 驱动程序","File System ","Boot","Running","OK","TRUE","FALSE","401,408","73,728","0","","C:\Windows\system32\drivers\wd\WdFilter.sys","45,056"
"wdiwifi","WDI Driver Framework","WDI Driver Framework","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","811,008","0","","C:\Windows\system32\DRIVERS\wdiwifi.sys","4,096"
"WdmCompanionFilter","WdmCompanionFilter","WdmCompanionFilter","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","4,096","0","","C:\Windows\system32\drivers\WdmCompanionFilter.sys","4,096"
"WdNisDrv","Microsoft Defender 防病毒网络检查系统驱动程序","Microsoft Defender 防病毒网络检查系统驱动程序","Kernel ","Manual","Running","OK","TRUE","FALSE","12,288","86,016","0","","C:\Windows\system32\drivers\wd\WdNisDrv.sys","4,096"
"WFPLWFS","Microsoft Windows 筛选平台","Microsoft Windows 筛选平台","Kernel ","Boot","Running","OK","TRUE","FALSE","4,096","106,496","0","","C:\Windows\system32\drivers\wfplwfs.sys","4,096"
"WIMMount","WIMMount","WIMMount","File System ","Manual","Stopped","OK","FALSE","FALSE","12,288","8,192","0","","C:\Windows\system32\drivers\wimmount.sys","4,096"
"WindowsTrustedRT","Windows Trusted Execution Environment Class Extension","Windows Trusted Execution Environment Class Extension","Kernel ","Boot","Running","OK","TRUE","FALSE","8,192","49,152","0","","C:\Windows\system32\drivers\WindowsTrustedRT.sys","4,096"
"WindowsTrustedRTProxy","Microsoft Windows 可信运行时安全服务","Microsoft Windows 可信运行时安全服务","Kernel ","Boot","Running","OK","TRUE","FALSE","4,096","4,096","0","","C:\Windows\system32\drivers\WindowsTrustedRTProxy.sys","4,096"
"WinMad","WinMad 服务","WinMad 服务","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","20,480","0","2019/6/19 21:18:11","C:\Windows\system32\drivers\winmad.sys","4,096"
"WinNat","Windows NAT Driver","Windows NAT Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","36,864","122,880","0","","C:\Windows\system32\drivers\winnat.sys","4,096"
"WINUSB","WinUsb 驱动程序","WinUsb 驱动程序","Kernel ","Manual","Stopped","OK","FALSE","FALSE","24,576","65,536","0","","C:\Windows\system32\drivers\WinUSB.SYS","4,096"
"WinVerbs","WinVerbs 服务","WinVerbs 服务","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","53,248","0","2019/6/19 21:18:12","C:\Windows\system32\drivers\winverbs.sys","4,096"
"WmiAcpi","Microsoft Windows Management Interface for ACPI","Microsoft Windows Management Interface for ACPI","Kernel ","Manual","Stopped","OK","FALSE","FALSE","8,192","4,096","0","","C:\Windows\system32\drivers\wmiacpi.sys","4,096"
"Wof","Windows Overlay File System Filter Driver","Windows Overlay File System Filter Driver","File System ","Boot","Running","OK","TRUE","FALSE","110,592","65,536","0","","C:\Windows\system32\drivers\Wof.sys","8,192"
"WpdUpFltr","WPD Upper Class Filter Driver","WPD Upper Class Filter Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","8,192","12,288","0","","C:\Windows\system32\drivers\WpdUpFltr.sys","4,096"
"ws2ifsl","Windows 套接字 2.0 Non-IFS 服务提供程序支持环境","Windows 套接字 2.0 Non-IFS 服务提供程序支持环境","Kernel ","System","Running","OK","TRUE","FALSE","12,288","8,192","0","","C:\Windows\system32\drivers\ws2ifsl.sys","4,096"
"WudfPf","User Mode Driver Frameworks Platform Driver","User Mode Driver Frameworks Platform Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","12,288","90,112","0","","C:\Windows\system32\drivers\WudfPf.sys","4,096"
"WUDFRd","Windows Driver Foundation - User-mode Driver Framework Reflector","Windows Driver Foundation - User-mode Driver Framework Reflector","Kernel ","Manual","Stopped","OK","FALSE","FALSE","8,192","245,760","0","","C:\Windows\system32\drivers\WUDFRd.sys","4,096"
"xboxgip","Xbox 游戏输入协议驱动程序","Xbox 游戏输入协议驱动程序","Kernel ","Manual","Stopped","OK","FALSE","FALSE","12,288","270,336","0","","C:\Windows\system32\drivers\xboxgip.sys","4,096"
"xinputhid","XINPUT HID 筛选器驱动程序","XINPUT HID 筛选器驱动程序","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","45,056","0","","C:\Windows\system32\drivers\xinputhid.sys","4,096"
